governor.position,governor.word,governor.tag,governor.category,governors.parent.category,conjunction.word,conjunction.tag,coordination.category,coordinations.parent.category,antecedent.category,no.conjuncts,L.conjunct,L.category,L.head.word,L.head.tag,L.head.category,L.words,L.tokens,L.syllables,L.chars,R.conjunct,R.category,R.head.word,R.head.tag,R.head.category,R.words,R.tokens,R.syllables,R.chars,sentence,sent_id,double.governor
L,Symbolizuje,fin:sg:ter:imperf,formaczas,fwe,i,conj,fno,fw,zdanie,8,czas,fno,czas,subst:sg:acc:m3,formarzecz,1,1,1,4,nieszczęścia,fno,nieszczęścia,subst:pl:acc:n,formarzecz,1,1,3,12,"Symbolizuje czas, starość, śmierć, ruinę, samotność, fatalizm życiowy, przeszkody i nieszczęścia.",NKJP_1M_3302000020/morph_20-p/morph_20.40-s,
L,dziedzinę,subst:sg:acc:f,formarzecz,fno,i,conj,fwe,ff,fno,2,odczuwa największy brak poczucia bezpieczeństwa,fwe,odczuwa,fin:sg:ter:imperf,formaczas,5,5,14,47,dąży do jego zrekompensowania,fwe,dąży,fin:sg:ter:imperf,formaczas,4,4,11,29,"Pozycja Saturna w horoskopie wskazuje tę dziedzinę życia, w której osoba odczuwa największy brak poczucia bezpieczeństwa i dąży do jego zrekompensowania.",NKJP_1M_3302000020/morph_20-p/morph_20.63-s,
0,,,,,ale,conj,zdanie,wypowiedzenie,,2,Minęło 90 regulaminowych minut,zdanie,Minęło,praet:sg:n:perf,formaczas,4,4,15,30,sędzia nakazał doliczyć jeszcze kolejne cztery,zdanie,nakazał,praet:sg:m1:perf,formaczas,6,6,15,46,"Minęło 90 regulaminowych minut, ale sędzia nakazał doliczyć jeszcze kolejne cztery.",NKJP_1M_1305000001906/morph_1-p/morph_1.59-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Sprawą zajął się Sąd Okręgowy w Łodzi,zdanie,zajął,praet:sg:m3:perf,formaczas,7,7,13,37,"nakazał ""Multimediom"" zaprzestanie niezgodnych z prawem działań oraz usunięcie istniejących dotychczas sieci",zdanie,nakazał,praet:sg:m3:perf,formaczas,12,14,34,108,"Sprawą zajął się Sąd Okręgowy w Łodzi i nakazał ""Multimediom"" zaprzestanie niezgodnych z prawem działań oraz usunięcie istniejących dotychczas sieci.",NKJP_1M_1305000000780/morph_1-p/morph_1.23-s,
L,nakazał,praet:sg:m3:perf,formaczas,fwe,oraz,conj,fno,fw,zdanie,2,zaprzestanie niezgodnych z prawem działań,fno,zaprzestanie,ger:sg:acc:n:perf:aff,formarzecz,5,5,12,41,usunięcie istniejących dotychczas sieci,fno,usunięcie,ger:sg:acc:n:perf:aff,formarzecz,4,4,13,39,"Sprawą zajął się Sąd Okręgowy w Łodzi i nakazał ""Multimediom"" zaprzestanie niezgodnych z prawem działań oraz usunięcie istniejących dotychczas sieci.",NKJP_1M_1305000000780/morph_1-p/morph_1.23-s,
L,ofiarą,subst:sg:inst:f,formarzecz,fno,i,conj,fno,fno,fno,2,chorych ambicji niektórych polityków PiS,fno,ambicji,subst:pl:gen:f,formarzecz,5,5,13,40,metody rządzenia poprzez strach,fno,metody,subst:sg:gen:f,formarzecz,4,4,9,31,"Niestety, stała się ofiarą chorych ambicji niektórych polityków PiS i metody rządzenia poprzez strach.",NKJP_1M_6203010000050/morph_9-p/morph_9.61-s,
L,wywołującego,pact:sg:gen:m2:imperf:aff,formaprzym,fpt,i,conj,fno,fw,fpt,2,parogodzinny stupor,fno,stupor,subst:sg:acc:m3,formarzecz,2,2,7,19,utratę przytomności,fno,utratę,subst:sg:acc:f,formarzecz,2,2,7,19,"Klinga detektywa natarta była trującym wywarem dyptama jesionolistnego, wywołującego parogodzinny stupor i utratę przytomności.",NKJP_1M_2002000195/morph_7-p/morph_7.65-s,
L,przypadku,subst:sg:loc:m3,formarzecz,fno,lub,conj,fno,fno,fno,2,choroby zawodowej o ostrym przebiegu,fno,choroby,subst:sg:gen:f,formarzecz,5,5,13,36,"podejrzenia, że choroba zawodowa była przyczyną śmierci zatrudnionego,",fno,podejrzenia,subst:sg:gen:n,formarzecz,8,10,24,70,"W przypadku choroby zawodowej o ostrym przebiegu lub podejrzenia, że choroba zawodowa była przyczyną śmierci zatrudnionego, oprócz zgłoszenia na piśmie wymagane jest zgłoszenie w formie telefonicznej.",NKJP_1M_1202900149/morph_1-p/morph_1.29-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Patrzyłem przez chwilę,zdanie,Patrzył~em,praet:sg:m1:imperf~aglt:sg:pri:imperf:wok,formaczas,3,4,6,22,znów zamknąłem pudełko,zdanie,zamknął~em,praet:sg:m1:perf~aglt:sg:pri:imperf:wok,formaczas,3,4,7,22,Patrzyłem przez chwilę i znów zamknąłem pudełko…,NKJP_1M_3101000004/morph_2-p/morph_2.10-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Teraz leżą tam w ciemności oba kosmyki,zdanie,leżą,fin:pl:ter:imperf,formaczas,7,7,14,38,płyną w przyszłość spiralnym torem,zdanie,płyną,fin:pl:ter:imperf,formaczas,5,5,10,34,Teraz leżą tam w ciemności oba kosmyki i płyną w przyszłość spiralnym torem.,NKJP_1M_3101000004/morph_2-p/morph_2.28-s,
R,powstaną,fin:pl:ter:perf,formaczas,fwe,i,conj,fno,fw,zdanie,2,rady powiatowe,fno,rady,subst:pl:nom:f,formarzecz,2,2,6,14,samorządowe sejmiki wojewódzkie,fno,sejmiki,subst:pl:nom:m3,formarzecz,3,3,12,31,"Tak więc rady powiatowe i samorządowe sejmiki wojewódzkie powstaną ""kosztem"" nieznacznego ""odchudzenia"" rad gminnych.",NKJP_1M_1305000000982/morph_1-p/morph_1.73-s,
L,na,prep:loc,przyimek,fpm,",",interp,fno,fpm,fpm,2,zachodzie,fno,zachodzie,subst:sg:loc:m3,formarzecz,1,1,3,9,południu,fno,południu,subst:sg:loc:n,formarzecz,1,1,3,8,"W dzień w kraju będzie zachmurzenie duże z większymi przejaśnieniami, głównie na zachodzie, południu oraz na Mazurach.",NKJP_1M_1305000001881/morph_1-p/morph_1.40-s,
L,będzie,bedzie:sg:ter:imperf,formaczas,fwe,oraz,conj,fpm,fpm,zdanie,2,"na zachodzie, południu",fpm,na,prep:loc,przyimek,3,4,7,22,na Mazurach,fpm,na,prep:loc,przyimek,2,2,4,11,"W dzień w kraju będzie zachmurzenie duże z większymi przejaśnieniami, głównie na zachodzie, południu oraz na Mazurach.",NKJP_1M_1305000001881/morph_1-p/morph_1.40-s,
R,masa,subst:sg:nom:f,formarzecz,fno,i,conj,fpt,fno,fno,2,ciepła,fpt,ciepła,adj:sg:nom:f:pos,formaprzym,1,1,2,6,wilgotna,fpt,wilgotna,adj:sg:nom:f:pos,formaprzym,1,1,3,8,Napływa do nas ciepła i wilgotna masa powietrza.,NKJP_1M_1305000001881/morph_1-p/morph_1.20-s,
L,że,comp,spójnik,fzd,i,conj,zdanie,fzd,fzd,2,jedna wolność jest trochę ważniejsza niż inne,zdanie,jest,fin:sg:ter:imperf,formaczas,7,7,13,45,o nią należy się bić mocniej,zdanie,należy,fin:sg:ter:imperf,formaczas,6,6,9,28,"Od któregoś momentu musieliście więc zdawać sobie sprawę, że należy myśleć w kategoriach strategii, to znaczy, że jedna wolność jest trochę ważniejsza niż inne i o nią należy się bić mocniej.",NKJP_1M_Midrasz/morph_31-p/morph_31.36-s,
L,że,comp,spójnik,fzd,",",interp,zdanie,fzd,fzd,2,należy myśleć w kategoriach strategii,zdanie,należy,fin:sg:ter:imperf,formaczas,5,5,13,37,"to znaczy, że jedna wolność jest trochę ważniejsza niż inne i o nią należy się bić mocniej",zdanie,znaczy,fin:sg:ter:imperf,formaczas,17,18,27,90,"Od któregoś momentu musieliście więc zdawać sobie sprawę, że należy myśleć w kategoriach strategii, to znaczy, że jedna wolność jest trochę ważniejsza niż inne i o nią należy się bić mocniej.",NKJP_1M_Midrasz/morph_31-p/morph_31.36-s,
0,,,,,",",interp,zdanie,wypowiedzenie,,2,Nazywają ich tu “ Żydami góralami ”,zdanie,Nazywają,fin:pl:ter:imperf,formaczas,7,7,15,35,"czasami wyśmiewają ich surową religijność, zamknięcie na świat i to, że wybrali handel zamiast bardziej “ żydowskiej ” tradycji intelektualnej",zdanie,wyśmiewają,fin:pl:ter:imperf,formaczas,20,22,46,142,"Nazywają ich tu “Żydami góralami”, czasami wyśmiewają ich surową religijność, zamknięcie na świat i to, że wybrali handel zamiast bardziej “żydowskiej” tradycji intelektualnej.",NKJP_1M_Midrasz/morph_35-p/morph_35.64-s,
L,wyśmiewają,fin:pl:ter:imperf,formaczas,fwe,i,conj,fw,zdanie,zdanie,2,"ich surową religijność, zamknięcie na świat",fw,",",interp,spójnik,6,7,13,43,"to, że wybrali handel zamiast bardziej “ żydowskiej ” tradycji intelektualnej",fw,że,comp,spójnik,11,12,25,77,"Nazywają ich tu “Żydami góralami”, czasami wyśmiewają ich surową religijność, zamknięcie na świat i to, że wybrali handel zamiast bardziej “żydowskiej” tradycji intelektualnej.",NKJP_1M_Midrasz/morph_35-p/morph_35.64-s,
R,i,conj,spójnik,fw,",",interp,fno,fw,fw,2,ich surową religijność,fno,religijność,subst:sg:acc:f,formarzecz,3,3,8,22,zamknięcie na świat,fno,zamknięcie,subst:sg:acc:n,formarzecz,3,3,5,19,"Nazywają ich tu “Żydami góralami”, czasami wyśmiewają ich surową religijność, zamknięcie na świat i to, że wybrali handel zamiast bardziej “żydowskiej” tradycji intelektualnej.",NKJP_1M_Midrasz/morph_35-p/morph_35.64-s,
R,usiłowali,praet:pl:m1:imperf,formaczas,fwe,i,conj,fno,fw,zdanie,2,organizatorzy opieki nad dzieckiem,fno,organizatorzy,subst:pl:nom:m1,formarzecz,4,4,12,34,pedagodzy,fno,pedagodzy,subst:pl:nom:m1,formarzecz,1,1,4,9,"Krok po kroku, borykając się z niesłychanymi trudnościami, organizatorzy opieki nad dzieckiem i pedagodzy usiłowali wybrnąć z kryzysu.",NKJP_1M_Midrasz/morph_41-p/morph_41.21-s,
L,nad,prep:inst:nwok,przyimek,fpm,i,conj,fno,fpm,fpm,2,Sierotami,fno,Sierotami,subst:pl:inst:f,formarzecz,1,1,4,9,Dziećmi Opuszczonymi,fno,Dziećmi,subst:pl:inst:n,formarzecz,2,2,7,20,"Trudności w utworzeniu nowej organizacji zostały przezwyciężone w 1923 r., kiedy CENTOS (Centralne Towarzystwo Opieki nad Sierotami i Dziećmi Opuszczonymi w Polsce) uzyskał status prawny.",NKJP_1M_Midrasz/morph_24-p/morph_24.77-s,
0,,,,,a,conj,zdanie,wypowiedzenie,,2,"Wydaje się, że ktoś idzie",zdanie,Wydaje,fin:sg:ter:imperf,formaczas,5,6,8,25,on już leży na ziemi,zdanie,leży,fin:sg:ter:imperf,formaczas,5,5,7,20,"Wydaje się, że ktoś idzie, a on już leży na ziemi.",NKJP_1M_Midrasz/morph_22-p/morph_22.51-s,
0,,,,,a,conj,zdanie,wypowiedzenie,,2,"Myślisz, że ktoś na coś czeka",zdanie,Myślisz,fin:sg:sec:imperf,formaczas,6,7,8,29,on już uciekł,zdanie,uciekł,praet:sg:m1:perf,formaczas,3,3,4,13,"Myślisz, że ktoś na coś czeka, a on już uciekł...",NKJP_1M_Midrasz/morph_22-p/morph_22.66-s,
0,,,,,",",interp,zdanie,wypowiedzenie,,2,Nawet trochę pomieszkać,zdanie,pomieszkać,inf:perf,formaczas,3,3,7,23,może nawet popracować w kibucu,zdanie,popracować,inf:perf,formaczas,5,5,12,30,"Nawet trochę pomieszkać, może nawet popracować w kibucu.",NKJP_1M_Midrasz/morph_8-p/morph_8.42-s,
0,,,,,",",interp,zdanie,wypowiedzenie,,2,Emil Drejtser urodził się w Odessie,zdanie,urodził,praet:sg:m1:perf,formaczas,6,6,12,35,wyemigrował do USA w 1974 roku,zdanie,wyemigrował,praet:sg:m1:perf,formaczas,6,6,22,30,"Emil Drejtser urodził się w Odessie, wyemigrował do USA w 1974 roku.",NKJP_1M_Midrasz/morph_46-p/morph_46.14-s,
L,wizerunek,subst:sg:nom:m3,formarzecz,fno,i,conj,fno,fno,fno,2,rozebranego mostu,fno,mostu,subst:sg:gen:m3,formarzecz,2,2,7,17,przycumowanych łodzi,fno,łodzi,subst:pl:gen:f,formarzecz,2,2,7,20,"Inskrypcja informuje nas, że zmarł on jesienią roku 1822, co potwierdza wizerunek rozebranego mostu i przycumowanych łodzi.",NKJP_1M_Midrasz/morph_4-p/morph_4.47-s,
0,,,,,",",interp,zdanie,wypowiedzenie,,2,Tego nie można sobie wyobrazić,zdanie,można,pred,formaczas,5,5,10,30,to jest jak święto narodowe,zdanie,jest,fin:sg:ter:imperf,formaczas,5,5,9,27,"Tego nie można sobie wyobrazić, to jest jak święto narodowe.",NKJP_1M_Midrasz/morph_33-p/morph_33.61-s,
R,pojemniki,subst:pl:acc:m3,formarzecz,fno,",",interp,fpt,fno,fno,2,ogromne,fpt,ogromne,adj:pl:acc:m3:pos,formaprzym,1,1,3,7,żelazne,fpt,żelazne,adj:pl:acc:m3:pos,formaprzym,1,1,3,7,"Na Lower East Side straż pożarna stawia wówczas ogromne, żelazne pojemniki…",NKJP_1M_Midrasz/morph_33-p/morph_33.13-s,
L,wie,fin:sg:ter:imperf,formaczas,fwe,i,conj,fzd,fw,zdanie,2,", kiedy jest sobota",fzd,jest,fin:sg:ter:imperf,formaczas,4,4,7,19,kiedy wypadają żydowskie święta,fzd,wypadają,fin:pl:ter:imperf,formaczas,4,4,11,31,"Nie wie nawet, kiedy jest sobota i kiedy wypadają żydowskie święta.",NKJP_1M_Midrasz/morph_39-p/morph_39.47-s,
0,,,,,ale,conj,zdanie,wypowiedzenie,,2,Mendel żyje w dostatku,zdanie,żyje,fin:sg:ter:imperf,formaczas,4,4,8,22,rozpacza,zdanie,rozpacza,fin:sg:ter:imperf,formaczas,1,1,3,8,"Mendel żyje w dostatku, ale rozpacza.",NKJP_1M_Midrasz/morph_39-p/morph_39.8-s,
L,A,conj,spójnik,wypowiedzenie,",",interp,zdanie,wypowiedzenie,wypowiedzenie,2,"ilekroć ich pytałem, czego pragnęliby najbardziej",zdanie,pytał~em,praet:sg:m1:imperf~aglt:sg:pri:imperf:wok,formaczas,6,9,16,49,mówili o trzech rzeczach,zdanie,mówili,praet:pl:m1:imperf,formaczas,4,4,7,24,"A ilekroć ich pytałem, czego pragnęliby najbardziej, mówili o trzech rzeczach.",NKJP_1M_Midrasz/morph_23-p/morph_23.62-s,
L,nie~tylko,conj~conj,spójnik,fpm,i,conj,fpm,fpm,fpm,2,o zagładzie Cyganów w czasie drugiej wojny światowej,fpm,o,prep:loc,przyimek,8,8,17,52,o trwających po dziś dzień prześladowaniach,fpm,o,prep:loc,przyimek,6,6,12,43,"Chciałem napisać książkę nie tylko o zagładzie Cyganów w czasie drugiej wojny światowej i o trwających po dziś dzień prześladowaniach, ale także o nadziejach i aspiracjach Romów.",NKJP_1M_Midrasz/morph_23-p/morph_23.46-s,tak
L,o,prep:loc,przyimek,fpm,i,conj,fno,fno,fpm,2,nadziejach,fno,nadziejach,subst:pl:loc:f,formarzecz,1,1,3,10,aspiracjach,fno,aspiracjach,subst:pl:loc:f,formarzecz,1,1,4,11,"Chciałem napisać książkę nie tylko o zagładzie Cyganów w czasie drugiej wojny światowej i o trwających po dziś dzień prześladowaniach, ale także o nadziejach i aspiracjach Romów.",NKJP_1M_Midrasz/morph_23-p/morph_23.46-s,
L,książkę,subst:sg:acc:f,formarzecz,fno,"nie~tylko..., ale także",conj,fpm,fno,fno,2,o zagładzie Cyganów w czasie drugiej wojny światowej i o trwających po dziś dzień prześladowaniach,fpm,i,conj,spójnik,15,15,30,98,o nadziejach i aspiracjach Romów,fpm,o,prep:loc,przyimek,5,5,11,32,"Chciałem napisać książkę nie tylko o zagładzie Cyganów w czasie drugiej wojny światowej i o trwających po dziś dzień prześladowaniach, ale także o nadziejach i aspiracjach Romów.",NKJP_1M_Midrasz/morph_23-p/morph_23.46-s,
L,Cyganami,subst:pl:inst:m1,formarzecz,fno,",",interp,fzd,fno,fno,2,", z którymi się spotykałem",fzd,spotykał~em,praet:sg:m1:imperf~aglt:sg:pri:imperf:wok,formaczas,5,6,10,26,u których mieszkałem,fzd,mieszkał~em,praet:sg:m1:imperf~aglt:sg:pri:imperf:wok,formaczas,3,4,6,20,"Z rozmów z Cyganami, z którymi się spotykałem, u których mieszkałem.",NKJP_1M_Midrasz/morph_23-p/morph_23.16-s,
L,zbudować,inf:perf,formaczas,fwe,",",interp,fno,fw,fwe,2,nowy naród,fno,naród,subst:sg:acc:m3,formarzecz,2,2,4,10,społeczeństwo o własnej tożsamości,fno,społeczeństwo,subst:sg:acc:n,formarzecz,4,4,11,34,"Udało się zbudować nowy naród, społeczeństwo o własnej tożsamości.",NKJP_1M_Midrasz/morph_5-p/morph_5.47-s,
0,,,,,;,interp,zdanie,wypowiedzenie,,2,Znał ogień i umiał się nim posługiwać,zdanie,i,conj,spójnik,7,7,12,37,"w jaskini Zhoukoutian (Czou-kou-tien) pod Pekinem, w której przebywał, znaleziono ślady zwęglonego drewna",zdanie,znaleziono,imps:perf,formaczas,13,17,36,105,"Znał ogień i umiał się nim posługiwać; w jaskini Zhoukoutian (Czou-kou-tien) pod Pekinem, w której przebywał, znaleziono ślady zwęglonego drewna.",NKJP_1M_3202000035/morph_1-p/morph_1.70-s,
R,;,interp,spójnik,zdanie,i,conj,zdanie,zdanie,zdanie,2,Znał ogień,zdanie,Znał,praet:sg:m1:imperf,formaczas,2,2,3,10,umiał się nim posługiwać,zdanie,umiał,praet:sg:m1:imperf,formaczas,4,4,8,24,"Znał ogień i umiał się nim posługiwać; w jaskini Zhoukoutian (Czou-kou-tien) pod Pekinem, w której przebywał, znaleziono ślady zwęglonego drewna.",NKJP_1M_3202000035/morph_1-p/morph_1.70-s,
L,Był,praet:sg:m1:imperf,formaczas,fwe,i,conj,fno,fw,zdanie,2,wielkim eksploratorem,fno,eksploratorem,subst:sg:inst:m1,formarzecz,2,2,7,21,odkrywcą,fno,odkrywcą,subst:sg:inst:m1,formarzecz,1,1,3,8,Był więc wielkim eksploratorem i odkrywcą.,NKJP_1M_3202000035/morph_1-p/morph_1.37-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Przykręca knot,zdanie,Przykręca,fin:sg:ter:imperf,formaczas,2,2,4,14,dmucha w płomień lampy,zdanie,dmucha,fin:sg:ter:imperf,formaczas,4,4,7,22,Przykręca knot i dmucha w płomień lampy.,NKJP_1M_2002000208/morph_4-p/morph_4.58-s,
0,,,,,",",interp,zdanie,wypowiedzenie,,2,Chłopiec wstaje,zdanie,wstaje,fin:sg:ter:imperf,formaczas,2,2,4,15,otwiera drzwi,zdanie,otwiera,fin:sg:ter:imperf,formaczas,2,2,4,13,"Chłopiec wstaje, otwiera drzwi.",NKJP_1M_2002000208/morph_4-p/morph_4.11-s,
L,trzymając,pcon:imperf,formaczas,fwe,i,conj,fno,fw,fwe,4,rozbite jajko,fno,jajko,subst:sg:acc:n,formarzecz,2,2,5,13,oślizłe białko,fno,białko,subst:sg:acc:n,formarzecz,2,2,5,14,"Chłopiec wynurza się spod stołu, trzymając na dłoni rozbite jajko, strzaskaną skorupkę, rozlane żółtko i oślizłe białko.",NKJP_1M_2002000208/morph_2-p/morph_2.80-s,
L,wybrali,praet:pl:m1:perf,formaczas,fwe,a~nie,conj~qub,fno,fw,zdanie,2,Rzym,fno,Rzym,subst:sg:acc:m3,formarzecz,1,1,1,4,Jerozolimę,fno,Jerozolimę,subst:sg:acc:f,formarzecz,1,1,5,10,"Następcy Piotra wybrali na siedzibę Rzym, a nie Jerozolimę.",NKJP_1M_LukaszewskiOpolsce/morph_1-p/morph_1.56-s,
L,że,comp,spójnik,fzd,i,conj,fwe,ff,fzd,2,zrodziło się,fwe,zrodziło,praet:sg:n:perf,formaczas,2,2,4,12,rosło,fwe,rosło,praet:sg:n:imperf,formaczas,1,1,2,5,"To prawda, że chrześcijaństwo zrodziło się i rosło w konflikcie z Cesarstwem.",NKJP_1M_LukaszewskiOpolsce/morph_1-p/morph_1.14-s,
L,dążą,fin:pl:ter:imperf,formaczas,fwe,i,conj,fno,fw,zdanie,3,Niemcy,fno,Niemcy,subst:pl:nom:n,formarzecz,1,1,2,6,kraje Beneluksu,fno,kraje,subst:pl:nom:m3,formarzecz,2,2,6,15,"Między modelem Unii, do którego dążą Niemcy, Włochy i kraje Beneluksu, a tym, do którego pragną ją zredukować Anglia, Szwecja i Dania, istnieje prawdziwa przepaść.",NKJP_1M_LukaszewskiOpolsce/morph_5-p/morph_5.41-s,
L,pragną,fin:pl:ter:imperf,formaczas,fwe,i,conj,fno,fw,zdanie,3,Anglia,fno,Anglia,subst:sg:nom:f,formarzecz,1,1,2,6,Dania,fno,Dania,subst:sg:nom:f,formarzecz,1,1,2,5,"Między modelem Unii, do którego dążą Niemcy, Włochy i kraje Beneluksu, a tym, do którego pragną ją zredukować Anglia, Szwecja i Dania, istnieje prawdziwa przepaść.",NKJP_1M_LukaszewskiOpolsce/morph_5-p/morph_5.41-s,
L,Między,prep:inst,przyimek,fpm,a,conj,fno,fpm,fpm,2,"modelem Unii, do którego dążą Niemcy, Włochy i kraje Beneluksu",fno,modelem,subst:sg:inst:m3,formarzecz,10,12,22,62,"tym, do którego pragną ją zredukować Anglia, Szwecja i Dania,",fno,tym,adj:sg:inst:m3:pos,formaprzym,10,13,19,61,"Między modelem Unii, do którego dążą Niemcy, Włochy i kraje Beneluksu, a tym, do którego pragną ją zredukować Anglia, Szwecja i Dania, istnieje prawdziwa przepaść.",NKJP_1M_LukaszewskiOpolsce/morph_5-p/morph_5.41-s,
R,problemów,subst:pl:gen:m3,formarzecz,fno,i,conj,fpt,fpt,fno,3,trudnych,fpt,trudnych,adj:pl:gen:m3:pos,formaprzym,1,1,2,8,drażliwych,fpt,drażliwych,adj:pl:gen:m3:pos,formaprzym,1,1,3,10,"Historia integracji europejskiej zawiera jednak niejeden przykład pomyślnego rozwiązania niebywale trudnych, skomplikowanych i drażliwych problemów.",NKJP_1M_LukaszewskiOpolsce/morph_5-p/morph_5.58-s,
0,,,,,"i..., i",conj,zdanie,wypowiedzenie,,3,Stanął na grobli,zdanie,Stanął,praet:sg:m1:perf,formaczas,3,3,5,16,zafrasował się wielkim zafrasowaniem,zdanie,zafrasował,praet:sg:m1:perf,formaczas,4,4,12,36,"Stanął na grobli i zadumał się głębokim zadumaniem, i zafrasował się wielkim zafrasowaniem.",NKJP_1M_2002000050/morph_1-p/morph_1.20-s,
0,,,,,",",interp,zdanie,wypowiedzenie,,2,"Wydałem wszystko, co miałem",zdanie,Wydał~em,praet:sg:m1:perf~aglt:sg:pri:imperf:wok,formaczas,4,7,8,27,"zobaczycie to w druku, który już składam na ręce marszałka",zdanie,zobaczycie,fin:pl:sec:perf,formaczas,10,11,19,58,"- Wydałem wszystko, co miałem, zobaczycie to w druku, który już składam na ręce marszałka.",NKJP_1M_7121900006/morph_76-p/morph_76.40-s,
L,o,prep:loc,przyimek,fpm,i,conj,fno,fno,fpm,2,organizowaniu,fno,organizowaniu,ger:sg:loc:n:imperf:aff,formarzecz,1,1,6,13,prowadzeniu,fno,prowadzeniu,ger:sg:loc:n:imperf:aff,formarzecz,1,1,4,11,"Wobec wyników głosowania stwierdzam, że Senat podjął uchwałę w sprawie ustawy o zmianie ustawy o organizowaniu i prowadzeniu działalności kulturalnej.",NKJP_1M_7121900006/morph_70-p/morph_70.67-s,
0,,,,,",",interp,zdanie,wypowiedzenie,,2,To się nie nadaje,zdanie,nadaje,fin:sg:ter:imperf,formaczas,4,4,6,17,to nie jest przygotowane do przeprowadzenia głosowania,zdanie,jest,fin:sg:ter:imperf,formaczas,7,7,18,54,"To się nie nadaje, to nie jest przygotowane do przeprowadzenia głosowania.",NKJP_1M_7121900006/morph_56-p/morph_56.57-s,
L,że,comp,spójnik,fzd,i,conj,zdanie,fzd,fzd,2,jestto problem skomplikowany,zdanie,jest~to,fin:sg:ter:imperf~pred,formaczas,3,4,9,28,rzeczywiście trudno się zdecydować,zdanie,trudno,pred,formaczas,4,4,11,34,"Rozumiem, że jest to problem skomplikowany i rzeczywiście trudno się zdecydować.",NKJP_1M_7121900006/morph_10-p/morph_10.25-s,
0,,,,,",",interp,zdanie,wypowiedzenie,,2,Proszę bardzo,zdanie,Proszę,fin:sg:pri:imperf,formaczas,2,2,4,13,kto z państwa jest za przyjęciem tej poprawki,zdanie,jest,fin:sg:ter:imperf,formaczas,8,8,13,45,"Proszę bardzo, kto z państwa jest za przyjęciem tej poprawki?",NKJP_1M_7121900006/morph_57-p/morph_57.64-s,
L,osób,subst:pl:gen:f,formarzecz,fno,i,conj,fzd,fno,fno,2,", których obywatelstwo polskie nie zostało stwierdzone",fzd,zostało,praet:sg:n:perf,formaczas,7,7,17,54,"które nie są obywatelami innego państwa, jeżeli stale zamieszkują w Rzeczypospolitej Polskiej co najmniej pięć lat",fzd,są,fin:pl:ter:imperf,formaczas,16,17,38,114,"Po pierwsze, pozbawia prawa wybierania osób, których obywatelstwo polskie nie zostało stwierdzone i które nie są obywatelami innego państwa, jeżeli stale zamieszkują w Rzeczypospolitej Polskiej co najmniej pięć lat.",NKJP_1M_7121900006/morph_44-p/morph_44.68-s,
L,wykorzystaniem,ger:sg:inst:n:perf:aff,formarzecz,fno,i,conj,fno,fno,fno,2,środków produkcji,fno,środków,subst:pl:gen:m3,formarzecz,2,2,5,17,infrastruktury,fno,infrastruktury,subst:sg:gen:f,formarzecz,1,1,5,14,- Sposób gospodarowania własnością rolną skarbu państwa powinien zapewnić utrzymanie produkcji rolnej na większości areału z wykorzystaniem istniejących środków produkcji i infrastruktury.,NKJP_1M_7121900006/morph_37-p/morph_37.23-s,
L,związanych,adj:pl:gen:f:pos,formaprzym,fpt,czy,conj,fpm,fpt,fpt,2,z wymeldowaniem się,fpm,z,prep:inst:nwok,przyimek,3,3,7,19,z faktyczną zmianą miejsca pobytu,fpm,z,prep:inst:nwok,przyimek,5,5,11,33,Dotychczasowe przepisy były bardziej rygorystyczne i zmierzały do znacznie szerszego ustalenia okoliczności związanych z wymeldowaniem się czy z faktyczną zmianą miejsca pobytu.,NKJP_1M_7121900006/morph_18-p/morph_18.65-s,
